Periodo Hasta AA-Actual;C.Ofi;Oficina Venta;C.Prev;Preventa;Cod.Cliente;Nombre Comercial;CodigoInterno;Cod.Cad;Cadena;Agrupacion;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Ref.Cum Actual;Ref.Cum Anterior;Desviacion;Ref.Tot Anterior;Ref.SinCompra 1;Ref.SinCompra 2;Ref.SinCompra 3;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401407935;MOTTUS AUTOMATION&ROBOTIC;32857;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/05/2025;27/05/2025;0;7;-7;7;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;866011091;BOCATERIA ¥AMPA ZAMPA;1091;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/04/2005;13/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401350167;RESTAURANTE DUEM'OS;8965;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/03/2023;07/05/2026;22;31;-9;31;MDLZ BBTOBLERONE N1 20X90;PIRULO TROPICALN1 20x70ml;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;400970112;CAMPING SIERRA ESPU¥A;1697;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/07/2011;17/04/2026;26;28;-2;28;NUII TEXPECAN N1 20X90;MDLZ BBTOBLERONE N1 20X90;EXTR LM CHESCK 16x110ML;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401361024;LA PARADA DE SIERRA ESPU¥;9154;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2023;09/09/2025;0;18;-18;18;MAXIBON POPSCRUN N4 12X80;CONO KIT KAT N5 16x110ML;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401405106;TIENDA MONICA;9687;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;30/04/2026;14;18;-4;18;NUII TEXPECAN N1 20X90;MAXIBON COOKIE N5 24x150;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401367393;CIRCUITO TABERNAS;32349;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/11/2023;23/04/2026;7;11;-4;11;MDLZ SNDW OREO 24X110;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401029892;CAFETERIA TURQUESA;3563;;;Bares y Cafeter¡as;BAR Y CAFETERIA;26/03/2013;25/03/2026;0;9;-9;9;MDLZ BBTOBLERONE N1 20X90;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401386714;COMO DICE EL DICHO;8458;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/06/2024;25/04/2025;0;10;-10;10;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401181288;RETS.JAIME;32305;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;13/06/2016;13/05/2026;4;5;-1;5;EXTR DOBLE CHON2 16x120ML;SMARTIES PUSHUP 20x85MLN7;;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401317758;SUPER CABO DE GATA;30707;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/07/2021;24/03/2026;35;37;-2;37;EXTR LM CHESCK 16x110ML;PIRULO FRUIT JOY 24X65ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401193897;KOMO KOMO VIATOR;39249;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;11/01/2017;30/04/2026;24;29;-5;29;MAXIBON CHSCAKE 24X140ML ;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401127128;CAMPING LOS MADRILES;2150;8660178;MENDEZ LOPEZ;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;06/05/2015;02/04/2026;18;21;-3;21;MDLZ BB MILKA N2 20X90ML;EXTR LM CHESCK 16x110ML;NUII NA CH.NEG N2 20x90;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401180421;OASIS PARQUE TEMATICO;30059;B6505;GRUPO HOTELES PLAYA, S.L.;Ocio;PARQUE DE ATRACCIONES/PARQUES ;04/05/2007;07/05/2026;26;30;-4;30;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;PIRULO FRUIT JOY 24X65ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180422;HOTEL PLAYA SOL;30060;B6505;GRUPO HOTELES PLAYA, S.L.;Hoteles y Hostales;HOTELES Y HOSTALES;07/05/2007;12/05/2026;0;6;-6;6;NUII TEXPECAN N1 20X90;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401275376;FRUTERIA ROMERA;31847;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/07/2019;14/08/2025;0;20;-20;20;EXTR CRML SALADO 16x110ML;MDLZ MNBITCUP OREO 12x105;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180354;RESTAURANTE EL PIRATA;30014;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;08/03/2006;30/04/2026;19;25;-6;25;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401270269;GASTROBAR COFFE;31816;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2019;31/03/2026;17;18;-1;18;MAXIBON CHSCAKE 24X140ML ;PIRULO SANDIA N4 36x73ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401284948;KIOSCO PAQUITA;31918;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;27/01/2020;11/09/2025;0;36;-36;36;NUII NA CH.NEG N2 20x90;NUII ALM.JAVA N5 20X90;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401394765;MARLOMN;9043;000018746;GORBEIA BUSSINES;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/2024;13/05/2026;2;6;-4;6;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401352595;SUPERMERCADO LAS NEGRAS;32757;000017532;CAI LIPING;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2023;07/04/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;PIRULO FRUIT JOY 24X65ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401406920;12633 E.S.CASI SAN ISIDRO;39560;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/05/2025;20/08/2025;0;23;-23;23;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180489;PAPES BAR CAFETERIA;30103;;;Bares y Cafeter¡as;BAR Y CAFETERIA;27/03/2009;13/05/2026;18;19;-1;19;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401233444;CHIRINGUITO ESTRELLA MAR;7589;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/03/2018;08/05/2026;3;14;-11;14;NUII ALM.JAVA N5 20X90;MAXIBON CLASIC N5 24X140 ;SMARTIES PUSHUP 20x85MLN7;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180406;EST. DE SERVICIO B.P.;30046;000004425;BP OIL ESPA¥A S.A.U.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;30/03/2007;13/05/2026;17;20;-3;20;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;400993301;TIENDA;3196;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/04/2012;07/05/2026;10;12;-2;12;MAXIBON CHSCAKE 24X140ML ;NUII NA CH.NEG N2 20x90;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401309250;CAFETERIA CARPEDIEM;10317;;;Bares y Cafeter¡as;BAR Y CAFETERIA;12/04/2021;13/05/2026;8;15;-7;15;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401404693;ALIMENTACION LOS HERMANOS;32841;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;09/08/2025;0;14;-14;14;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;NUII ALM.JAVA N5 20X90;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401377171;ALIMENTACION XU;5701;000019069;ALIMENTACION XU;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/02/2024;26/02/2026;23;26;-3;26;MDLZ OREO BTOP N1 20x100;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401274673;COMIDAS LLEVAR LA CAZUELA;6154;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;24/06/2019;19/09/2025;0;5;-5;5;MDLZ SNDW OREO 24X110;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401401133;COMERCIO DAMNOUN;32775;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2025;14/08/2025;0;25;-25;25;PIR FANTASMIKOS N5 18X75;PIRULO SANDIA N4 36x73ML;MDLZ MNBITCUP OREO 12x105;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;866010633;PIZZERIA COSTA;633;8660158;HERMANOS COSTA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;03/12/1999;07/05/2026;3;5;-2;5;MAXIBON CLASIC N5 24X140 ;PIR FANTASMIKOS N5 18X75;;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180762;RESTAURANTE LA LONJA;30261;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;19/06/2013;09/04/2026;4;5;-1;5;NUII ALM.JAVA N5 20X90;;;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;866012613;LOS ROSALES, BAR;2613;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/1998;29/04/2026;18;19;-1;19;MAXIBON WAFFLE N2 24X140;MDLZ SNDW OREO 24X110;SMARTIES PUSHUP 20x85MLN7;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;866012914;PINAR LA DE  ALFAHUARA;7480;000017850;CAMPING SIERRA DE MARIA;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;25/06/2003;31/03/2026;27;30;-3;30;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401307740;CHIRINGUITO CHIRIBUS;32255;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;22/03/2021;05/05/2026;17;20;-3;20;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401261412;E.S.BP VERA;8392;000016996;E.S. BP ALMERIA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;18/02/2019;07/05/2025;0;16;-16;16;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401359151;SUPERMERCADO ARRECIFE;32616;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;05/06/2023;28/04/2026;25;36;-11;36;MAXIBON WAFFLE N2 24X140;MDLZ MNBITCUP OREO 12x105;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401180252;REST. LOS ARCOS;32458;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/12/1997;13/05/2026;20;36;-16;36;NUII CRM AUSTRAL.N4 20X90;BOKA ZAS NATA N4 24x100ML;MDLZ BB MILKA N2 20X90ML;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401180267;BUR POLLO HAMBURGUESERIA;30611;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;31/03/2004;12/05/2026;21;22;-1;22;MAXIBON CHSCAKE 24X140ML ;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180420;HOTEL PLAYADULCE;30058;B6505;GRUPO HOTELES PLAYA, S.L.;Hoteles y Hostales;HOTELES Y HOSTALES;03/05/2007;13/05/2026;26;28;-2;28;MDLZ BBTOBLERONE N1 20X90;MDLZ BB MILKA N2 20X90ML;;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401401745;BAR PUEBLO VALLUNO;9628;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2025;22/04/2026;14;15;-1;15;MDLZ BBTOBLERONE N1 20X90;MDLZ SNDW OREO 24X110;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401366434;FAMILY PARK;8369;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;16/10/2023;09/07/2025;0;11;-11;11;MDLZ SNDW OREO 24X110;PIR FANTASMIKOS N5 18X75;PIRULO SANDIA N4 36x73ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401407792;E.S. SANTO DOMINGO REPSOL;32856;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/05/2025;05/08/2025;0;36;-36;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;400930248;HELADERIA VENECIA;10444;;;Ocio;HELADERIAS/HORCHATERIAS;14/06/2010;08/05/2026;13;22;-9;22;MDLZ SNDW OREO 24X110;NUII NA CH.NEG N2 20x90;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;866011236;JARDINES DE LORCA, HOTEL;1236;000015244;QUANTUM ASOCIADOS;Hoteles y Hostales;HOTELES Y HOSTALES;01/01/1998;12/05/2026;10;11;-1;11;SMARTIES PUSHUP 20x85MLN7;PIRULO FRUIT JOY 24X65ML;;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180386;EL CORTIJO RESTAURANTE;32272;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;04/10/2006;05/05/2026;5;6;-1;6;MDLZ MNBITCUP OREO 12x105;;;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401360685;EUROCIEN;30638;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/06/2023;05/05/2026;5;12;-7;12;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;400950485;BAR ANA;7991;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/02/2011;08/08/2025;0;24;-24;24;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401350318;CHIRINGUITO MAR RABIOSA;3528;000017515;CHIRINGUITO MAR  RABIOSA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2023;08/05/2026;28;30;-2;30;PIRULO MANGO 36x70ML;MDLZ OREO BTOP N1 20x100;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401025018;ALIMENTACION EUROPA;7977;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;11/02/2013;26/03/2026;18;32;-14;32;MDLZ OREO BTOP N1 20x100;EXTR FRESA NA N3 16X120ML;MDLZ BB MILKA N2 20X90ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401341055;KIOSCO PUERTO ROQUETAS;32468;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/11/2022;23/08/2025;0;26;-26;26;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401377885;TRADY`S LORCA;5970;;;Bares y Cafeter¡as;BAR Y CAFETERIA;26/02/2024;09/05/2026;12;26;-14;26;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401391407;ALIMENTACION REQUENA;32904;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/08/2024;24/03/2026;8;9;-1;9;MAXIBON CHSCAKE 24X140ML ;NUII NA CH.NEG N2 20x90;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401287470;MULTIPRECIO SUPER OCHO;9385;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;20/02/2020;09/05/2026;29;31;-2;31;EXTREME NATA N2 16X110ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401351611;MESON EL SUR;8600;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2023;18/03/2026;12;16;-4;16;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401261285;MINI SUPER MAO;9220;;;Bares y Cafeter¡as;BAR Y CAFETERIA;18/02/2019;21/02/2026;23;24;-1;24;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401262371;CASA DIEGO 3¦EDAD;32015;;;Bares y Cafeter¡as;BAR Y CAFETERIA;04/03/2019;24/09/2025;0;9;-9;9;MDLZ SNDW OREO 24X110;MDLZ BBTOBLERONE N1 20X90;NUII NA CH.NEG N2 20x90;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401265461;ALIMENTACION Y MULTIPRECI;9214;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2019;11/04/2026;19;24;-5;24;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401403220;CHIRINGUITO BOA BEACH;6021;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2025;05/05/2026;20;22;-2;22;MAXIBON CHSCAKE 24X140ML ;CONO KIT KAT N5 16x110ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;866015039;EST.SERVCIO VTA LA PETRA;9337;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;25/05/2004;10/04/2026;29;30;-1;30;NUII TEXPECAN N1 20X90;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401352598;EURO PASEO;32546;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2023;09/05/2026;18;19;-1;19;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;13;JOAQUIN GARCIA;401269420;RTE. LOS BARTOLOS;537;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2019;14/08/2025;0;17;-17;17;MDLZ SNDW OREO 24X110;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180231;CAFETERIA LAS 4 Y DIEZ;30584;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/05/2000;07/05/2026;25;27;-2;27;NUII CRM AUSTRAL.N4 20X90;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401203791;SUPERMERCADO ALAMO;1116;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;18/04/2017;26/03/2026;18;23;-5;23;NUII TEXPECAN N1 20X90;MDLZ MNBITCUP OREO 12x105;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401406119;SUPERMERCADO TOMASA;9688;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/05/2025;03/07/2025;0;17;-17;17;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180213;KIOSCO CAMY(POCICO);30568;000013738;KIOSCO TARTESO;Casetas NESTLE;CASETA/KIOSCO NESTLE (PROPIEDA;01/12/1997;29/04/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;PIRULO FRUIT JOY 24X65ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;866015969;DELFIN 1, HELADERIA;5969;;;Ocio;HELADERIAS/HORCHATERIAS;28/02/1998;06/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401311655;SIMONS CAFE PUB;9559;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/05/2021;21/08/2025;0;10;-10;10;NUII ALM.JAVA N5 20X90;MDLZ SNDW OREO 24X110;CONO KIT KAT N5 16x110ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401256010;CONFITERIA CANELA;8815;000018192;CONFITERIA CANELA;Bares y Cafeter¡as;BAR Y CAFETERIA;28/01/2019;18/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401383703;D'PASO;32332;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;01/04/2024;13/05/2026;7;10;-3;10;MDLZ OREO BTOP N1 20x100;MDLZ MNBITCUP OREO 12x105;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;866012215;EL BOCADILLON;5404;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;01/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401281500;CAFETERIA MALIBU;31897;;;Bares y Cafeter¡as;BAR Y CAFETERIA;11/12/2019;12/05/2026;28;32;-4;32;MAXIBON WAFFLE N2 24X140;NUII TEXPECAN N1 20X90;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180692;HOTEL NEPTUNO;52766;000016804;HOTELES ON GROUP;Hoteles y Hostales;HOTELES Y HOSTALES;02/01/2013;06/05/2026;22;23;-1;23;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401405498;ECOSUR;9350;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;18/06/2025;0;15;-15;15;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401374337;GOLOSINAS ANA;8526;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;08/01/2024;19/02/2026;28;29;-1;29;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401307790;BAR EL TIMON;32512;000016331;RTE. CLUB NAUTICO;Bares y Cafeter¡as;BAR Y CAFETERIA;15/03/2021;09/05/2026;3;8;-5;8;MDLZ MNBITCUP OREO 12x105;EXTR VAINILLA N4 16x120ML;MDLZ BB MILKA N2 20X90ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180266;MIGUEL BAR;30610;;;Bares y Cafeter¡as;BAR Y CAFETERIA;31/03/2004;07/05/2026;12;16;-4;16;MAXIBON CHSCAKE 24X140ML ;NUII NA CH.NEG N2 20x90;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401376403;E.S. BP ALBOX;5847;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/02/2024;07/05/2026;28;31;-3;31;EXTR CRML SALADO 16x110ML;PIR COOL FRESA N3 24X99ML;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401376873;SUPERMERCADO SAN JUAN 5;32675;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/02/2024;16/09/2025;0;26;-26;26;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;NUII CRM AUSTRAL.N4 20X90;
