Semana-A¤o;C.Ofi;Oficina Venta;Cod.Cliente Winter;Nombre Comercial;CodigoInterno;Canal;Cuota Anual;Cuota Mes;Venta Mes;Dif. Mes;Cuota Cum;Venta Cum;Dif. Cum;
19-2026;2866;LORCA;401180875;TABERNA MIS VIEJOS;30311;FROZEN FOOD;465,36;7,27;0,00;7,27;174,73;89,48;85,25;
19-2026;2866;LORCA;401366554;KIOSCO CARLOTA;31169;FROZEN FOOD;622,60;26,37;0,00;26,37;0,00;0,00;0,00;
19-2026;2866;LORCA;401402625;PASTELERIA LA PEQUE¥ICA;7515;FROZEN FOOD;1353,27;70,32;0,00;70,32;657,43;0,00;657,43;
19-2026;2866;LORCA;401180720;HOTEL ARENAS CENTER;50235;FROZEN FOOD;525,41;38,18;0,00;38,18;0,00;0,00;0,00;
19-2026;2866;LORCA;401417252;WOK SUSHI TORO ;10215;FROZEN FOOD;1641,50;15,37;0,00;15,37;213,07;2780,37;-2567,30;
19-2026;2866;LORCA;401180497;LA TAZA EMBRUJADA;32551;FROZEN FOOD;1208,57;26,37;0,00;26,37;256,36;368,00;-111,64;
19-2026;2866;LORCA;401307447;CAFETERIA BOX BANK;9500;FROZEN FOOD;1084,72;8,37;0,00;8,37;459,62;875,60;-415,98;
19-2026;2866;LORCA;401335995;HOTEL LA ENVIA GOLF;31673;FROZEN FOOD;818,07;42,35;0,00;42,35;96,24;0,00;96,24;
19-2026;2866;LORCA;401408489;CAFETERIA EL MOMENTO;32863;FROZEN FOOD;933,33;17,90;0,00;17,90;180,58;147,20;33,38;
19-2026;2866;LORCA;401400403;HELADERIA DOLCE FUSION;9633;FROZEN FOOD;2064,84;50,46;0,00;50,46;1051,68;223,82;827,86;
19-2026;2866;LORCA;401316179;CHIRINGUITO PUERTO;32811;FROZEN FOOD;4632,41;40,88;0,00;40,88;1155,29;1915,76;-760,47;
19-2026;2866;LORCA;401133481;RTE. YAHO ALTA;7488;FROZEN FOOD;1169,37;41,40;0,00;41,40;505,32;545,24;-39,92;
19-2026;2866;LORCA;401293389;MARICASTA¥A AGUADULCE;32117;FROZEN FOOD;2268,09;43,95;0,00;43,95;583,42;625,60;-42,18;
19-2026;2866;LORCA;401324964;CAFETERIA AROMA Y SABOR;40500;FROZEN FOOD;1412,93;59,54;0,00;59,54;571,26;791,68;-220,42;
19-2026;2866;LORCA;401287876;BAR FREIDURIA LA FAROLA;9162;FROZEN FOOD;1205,44;31,08;0,00;31,08;265,28;399,84;-134,56;
19-2026;2866;LORCA;401411940;MAPETAN;10038;FROZEN FOOD;1059,84;14,37;0,00;14,37;195,45;173,25;22,20;
19-2026;2866;LORCA;401171004;CHIRINGUITO EL MARINERO;7781;FROZEN FOOD;2889,40;95,29;0,00;95,29;1033,88;810,60;223,28;
19-2026;2866;LORCA;401180816;RESTAURANTE ALCAZABA;30283;FROZEN FOOD;1137,49;21,93;0,00;21,93;230,97;267,03;-36,06;
19-2026;2866;LORCA;401305746;RINCON DEL PUERTO;6539;FROZEN FOOD;2209,41;41,52;0,00;41,52;552,26;738,36;-186,10;
19-2026;2866;LORCA;401180222;ARCADIO BAR;32755;FROZEN FOOD;890,50;23,26;0,00;23,26;649,65;497,07;152,58;
19-2026;2866;LORCA;401326046;CHIRINGUITO CERVE KORAL;40119;FROZEN FOOD;597,23;24,40;0,00;24,40;74,33;101,92;-27,59;
19-2026;2866;LORCA;401341240;CATERING ALBAHACA;40167;FROZEN FOOD;641,63;44,00;0,00;44,00;0,00;263,20;-263,20;
19-2026;2866;LORCA;401399979;BAR LA OLLA ROTA;32765;FROZEN FOOD;1397,02;82,66;0,00;82,66;942,21;0,00;942,21;
19-2026;2866;LORCA;401404040;FRATELLO'S NEOTABERNA;9671;FROZEN FOOD;1505,13;73,25;0,00;73,25;316,99;294,42;22,57;
19-2026;2866;LORCA;401408655;RESTAURANTE MIRAMAR;9165;FROZEN FOOD;578,20;8,26;0,00;8,26;114,52;0,00;114,52;
19-2026;2866;LORCA;401378408;SALON JUEGOS ORENES EJIDO;30097;FROZEN FOOD;1028,89;52,91;0,00;52,91;477,70;329,76;147,94;
19-2026;2866;LORCA;401037812;BAR CAFETERIA PASO DOBLE;4525;FROZEN FOOD;435,29;21,91;0,00;21,91;109,81;0,00;109,81;
19-2026;2866;LORCA;401313354;CHIRINGUITO EL CHUMBO;9596;FROZEN FOOD;2512,94;21,45;0,00;21,45;406,60;310,32;96,28;
19-2026;2866;LORCA;400840747;CAFETERIA LUIS MIGUEL;296;FROZEN FOOD;1294,85;26,09;0,00;26,09;543,52;550,90;-7,38;
19-2026;2866;LORCA;401383699;TIJUANA BURGUER S.L.;8450;FROZEN FOOD;3728,96;77,68;0,00;77,68;629,92;0,00;629,92;
19-2026;2866;LORCA;401331765;KIOSCOS AREA CAMPER;8912;FROZEN FOOD;3044,55;32,49;0,00;32,49;2064,80;271,68;1793,12;
19-2026;2866;LORCA;401384595;TETERIA SABINAL;32734;FROZEN FOOD;549,35;52,74;0,00;52,74;0,00;294,40;-294,40;
19-2026;2866;LORCA;401417443;RESTAURANTE LA CAVERNA;10219;FROZEN FOOD;741,13;6,23;0,00;6,23;86,36;1056,52;-970,16;
19-2026;2866;LORCA;401324479;CHIRINGUITO EL HOYO 10;40729;FROZEN FOOD;420,19;5,75;0,00;5,75;289,96;0,00;289,96;
19-2026;2866;LORCA;401405279;LA TIENDA DE CAMPER;32845;FROZEN FOOD;830,23;61,73;0,00;61,73;168,80;196,94;-28,14;
19-2026;2866;LORCA;401180518;PIZZERIA SINGAPUR I;30977;FROZEN FOOD;5027,02;86,18;0,00;86,18;1627,80;1959,36;-331,56;
19-2026;2866;LORCA;401374369;BAR EL PUERTO;31919;FROZEN FOOD;668,71;22,78;0,00;22,78;232,02;116,76;115,26;
19-2026;2866;LORCA;401180748;MOJITO PLAYA;31875;FROZEN FOOD;769,09;26,37;0,00;26,37;219,74;110,40;109,34;
19-2026;2866;LORCA;401345052;BAR MAKOKI;7886;FROZEN FOOD;1335,26;22,03;0,00;22,03;91,78;1230,08;-1138,30;
19-2026;2866;LORCA;401413477;ANTOJITOS VALLUNO;10013;FROZEN FOOD;4707,74;55,00;0,00;55,00;762,33;207,78;554,55;
19-2026;2866;LORCA;401345367;AURINKO COFFEE RESTO BAR;8581;FROZEN FOOD;2415,10;70,32;0,00;70,32;510,68;331,20;179,48;
19-2026;2866;LORCA;401374284;CHIRINGUITO PESETA BAHIA ;32286;FROZEN FOOD;555,59;12,62;0,00;12,62;58,00;0,00;58,00;
19-2026;2866;LORCA;401180423;HOTEL PLAYA ZIMBALI;70061;FROZEN FOOD;9048,49;212,43;0,00;212,43;0,00;0,00;0,00;
19-2026;2866;LORCA;401401193;JISMA BURGER MAZARRON;9641;FROZEN FOOD;979,32;12,14;0,00;12,14;225,73;52,56;173,17;
19-2026;2866;LORCA;401378410;SALON JUEGO ORENES TORREL;35012;FROZEN FOOD;1910,80;35,28;0,00;35,28;918,65;622,88;295,77;
19-2026;2866;LORCA;401280204;RESTAURANTE MEDITERRANEO;32336;FROZEN FOOD;2582,36;39,70;0,00;39,70;454,85;103,95;350,90;
19-2026;2866;LORCA;401410820;SALON DE JUEGOS ORENES;32876;FROZEN FOOD;555,11;3,07;0,00;3,07;211,62;0,00;211,62;
19-2026;2866;LORCA;401180252;REST. LOS ARCOS;32458;FROZEN FOOD;430,89;11,49;0,00;11,49;95,75;168,00;-72,25;
19-2026;2866;LORCA;401362739;CHURRERIA RINCON DE MARIA;8399;FROZEN FOOD;1051,97;26,37;0,00;26,37;292,99;330,20;-37,21;
19-2026;2866;LORCA;401411723;BARISTA 38;32880;FROZEN FOOD;1093,94;20,78;0,00;20,78;186,93;0,00;186,93;
19-2026;2866;LORCA;401353999;KIOSCO LA CA¥A;9119;FROZEN FOOD;587,94;52,91;0,00;52,91;0,00;0,00;0,00;
19-2026;2866;LORCA;401341055;KIOSCO PUERTO ROQUETAS;32468;FROZEN FOOD;1316,40;61,53;0,00;61,53;290,94;0,00;290,94;
19-2026;2866;LORCA;401414013;ARREA;10138;FROZEN FOOD;1990,52;22,73;0,00;22,73;315,04;125,62;189,42;
19-2026;2866;LORCA;401285807;RESTAURANTE NEW PONGO;9402;FROZEN FOOD;442,86;16,35;0,00;16,35;68,13;173,25;-105,12;
19-2026;2866;LORCA;401181220;DULCE Y SALADO Y MAS;32636;FROZEN FOOD;472,30;23,94;0,00;23,94;0,00;0,00;0,00;
19-2026;2866;LORCA;401386714;COMO DICE EL DICHO;8458;FROZEN FOOD;402,24;8,79;0,00;8,79;365,62;0,00;365,62;
19-2026;2866;LORCA;401324411;CAFETERIA STUDIO 54;8298;FROZEN FOOD;1348,38;139,69;0,00;139,69;466,73;0,00;466,73;
19-2026;2866;LORCA;401417147;HELADERIA ALEXIS;32656;FROZEN FOOD;702,51;7,32;0,00;7,32;101,47;47,78;53,69;
19-2026;2866;LORCA;401378577;RTE.RINCON DEL ZAHON;8575;FROZEN FOOD;2559,81;111,48;0,00;111,48;816,54;0,00;816,54;
19-2026;2866;LORCA;401180815;RTE.BAR ALKANZIYA;31778;FROZEN FOOD;962,44;19,80;0,00;19,80;384,98;169,20;215,78;
19-2026;2866;LORCA;401393110;CASA CLUB CAMPOSOL GOLD;5702;FROZEN FOOD;941,51;43,95;0,00;43,95;149,42;0,00;149,42;
19-2026;2866;LORCA;401180218;CAFET. LOS DELFINES;30572;FROZEN FOOD;613,80;0,00;0,00;0,00;613,80;0,00;613,80;
19-2026;2866;LORCA;401399253;BARRA 6;7282;FROZEN FOOD;2013,14;50,25;0,00;50,25;817,50;449,68;367,82;
19-2026;2866;LORCA;401413822;LA VILLA;32132;FROZEN FOOD;549,75;10,13;0,00;10,13;122,00;0,00;122,00;
19-2026;2866;LORCA;401374376;TABERNA EL BOLICHE;8978;FROZEN FOOD;835,75;25,31;0,00;25,31;240,36;0,00;240,36;
19-2026;2866;LORCA;401351257;CAFETERIA EL PUA;9622;FROZEN FOOD;430,44;28,12;0,00;28,12;0,00;0,00;0,00;
19-2026;2866;LORCA;401356722;CAFETERIA BONILLO;8877;FROZEN FOOD;579,12;57,23;0,00;57,23;0,00;346,50;-346,50;
19-2026;2866;LORCA;401335439;LA FAVORITA;31120;FROZEN FOOD;988,83;17,58;0,00;17,58;256,36;147,20;109,16;
19-2026;2866;LORCA;401180354;RESTAURANTE EL PIRATA;30014;FROZEN FOOD;1025,46;35,16;0,00;35,16;183,12;143,16;39,96;
19-2026;2866;LORCA;401332867;BAR EL PALILLON;6612;FROZEN FOOD;1107,95;26,26;0,00;26,26;779,69;0,00;779,69;
19-2026;2866;LORCA;401328341;HELADERIA VERA PLAYA;7824;FROZEN FOOD;3190,76;50,52;0,00;50,52;949,59;486,49;463,10;
19-2026;2866;LORCA;401349648;PIZZERIA MEMOLI;8218;FROZEN FOOD;550,82;14,41;0,00;14,41;160,08;389,96;-229,88;
19-2026;2866;LORCA;401408494;CORA CAFE;10020;FROZEN FOOD;452,69;9,35;0,00;9,35;84,12;170,64;-86,52;
19-2026;2866;LORCA;401410571;DULCE SUE¥OS;9375;FROZEN FOOD;3387,21;61,89;0,00;61,89;585,32;0,00;585,32;
19-2026;2866;LORCA;866016304;BAR 4 VIENTOS;6304;FROZEN FOOD;1485,38;24,12;0,00;24,12;569,03;365,48;203,55;
19-2026;2866;LORCA;401291056;E.S.BAYO LIROLA 33089 REP;31944;FROZEN FOOD;808,42;26,46;0,00;26,46;367,46;219,84;147,62;
19-2026;2866;LORCA;401283891;30 GRADOS MEDITERRANEO CA;35054;FROZEN FOOD;556,84;12,73;0,00;12,73;212,13;430,64;-218,51;
19-2026;2866;LORCA;401360818;CAFE HELADERIA VALDANI;9148;FROZEN FOOD;1251,93;59,94;0,00;59,94;340,47;117,04;223,43;
19-2026;2866;LORCA;401363359;CAFETERIA EL TORO;9093;FROZEN FOOD;1060,03;35,16;0,00;35,16;327,56;36,80;290,76;
19-2026;2866;LORCA;401236320;HOTEL MOJACAR PLAYA ACUAP;30993;FROZEN FOOD;735,84;10,75;0,00;10,75;0,00;0,00;0,00;
19-2026;2866;LORCA;401324821;KOKOS;9686;FROZEN FOOD;1972,44;83,03;0,00;83,03;1626,50;0,00;1626,50;
19-2026;2866;LORCA;401401136;HOTEL JULIAN***;9102;FROZEN FOOD;866,31;33,76;0,00;33,76;463,47;242,64;220,83;
19-2026;2866;LORCA;401415371;CAFETERIA LEROY MERLIN C.;31116;FROZEN FOOD;1054,32;11,54;0,00;11,54;159,67;567,00;-407,33;
